ID,MHG_ID,SUBCAMP,MAIN,WOMEN,MEN,GENDER,FIRMS,YYYY_OPEN,MM_OPEN,DD_OPEN,OPEN_TXT,YYYY_CLOSE,MM_CLOSE,DD_CLOSE,CLOSE_TXT,PRISONERS,DATE_OPEN,DATE_CLOSE,PEAK_POP,FUNC_1,FUNC_2,HOW_FOUND,SHARE_LOC,LAT,LONG,NATIONS,ENCY_REF,LABOR,EDIT_NOTES,FIRMABBREV
11-0473-1,1138,Kabelwerk Krakau (men),Krakau-Plaszów,0,1,1,"Kabelwerk, Allgemeine Elektrizitats Gesellschaft",42,07,,"""July 1942""",44,09,,"""September 1944""",Jewish,"""1942-07-15T00:00:00.000Z""","""1944-09-15T00:00:00.000Z""",250,5,0,"Assigned lat/lng of Plaszow, exact whereabouts unknown",1,50.0446,19.9868,Polish,Encyclopedia of Ghettos and Camps p. 868,"made electrical and telegraph cables, prisoners enstalled eletrical and lighting systems",,
11-0473-2,1138,Kabelwerk Krakau (women),Krakau-Plaszów,2,0,2,"Kabelwerk, Allgemeine Elektrizitats Gesellschaft",42,07,,"""July 1942""",44,09,,"""September 1944""",Jewish,"""1942-07-15T00:00:00.000Z""","""1944-09-15T00:00:00.000Z""",0,5,0,"Assigned lat/lng of Plaszow, exact whereabouts unknown",1,50.0446,19.9868,Polish,Encyclopedia of Ghettos and Camps p. 868,"made electrical and telegraph cables, prisoners enstalled eletrical and lighting systems",,
11-0527-3,1139,Krakau-Plaszów,Krakau-Plaszów,2,1,3,Deutsche Ausrustungswerke,42,10,,,45,01,17,,"Jews and Non- Jews, Gypsies","""1942-10-15T00:00:00.000Z""","""1945-01-17T00:00:00.000Z""",1,1,0,,0,50.0327,19.9618,"Polish, Hungarian",Encyclopedia of Ghettos and Camps p. 862,None given,AK added Open_YYYY and  MM from Encyclopedia,DAW
11-0630-3,1140,Mielec,Krakau-Plaszów,2,1,3,Heinkel,42,03,07,"""March 7-9, 1942""",44,,,"""Summer 1944""",Jewish and Polish,"""1942-03-07T00:00:00.000Z""","""1944-06-01T00:00:00.000Z""",4000,4,0,,0,50.2833,21.4333,Polish,Encyclopedia of Ghettos and Camps p. 869,"worked at Heinkel aircraft works rivetting aircraft wings, cleaning, general metalwork",,Heinkel
12-0779-0,1155,Poniatowa,Lublin,2,1,3,,43,,,"""End of February 1943""",43,11,03,"""November 3, 1943, all prisoners killed as part of operation harvest festival""",,"""1943-03-01T00:00:00.000Z""","""1943-11-03T00:00:00.000Z""",20000,3,0,,0,51.1833,22.1333,,Encyclopedia of Ghettos and Camps p. 888,"deeply hidden in the forest, close to railroad; worked for SS building roads and seweres and Toebbens",,
11-1053-0,1142,Zablocie,Krakau-Plaszów,0,0,0,"Deutsche Emailewarenfabrik- Email und Metallwaren aller Art, Kurt Hodermann, Kuhnpast",43,,,"""Spring 1943""",44,,,,Jewish and Polish,"""1943-03-01T00:00:00.000Z""","""1944-01-01T00:00:00.000Z""",1100,4,5,,0,49.9667,20.1833,Polish,Encyclopedia of Ghettos and Camps p. 872,worked in enamel factory and munitions factory,,
12-0569-0,1147,"Lemberg [aka Lemberg (Weststrasse), Lemberg (Janowska)]",Lublin,0,0,0,Deutsche Ausrustungswerke,44,01,,"""January 1944""",44,07,,"""July 1944""",Jewish,"""1944-01-15T00:00:00.000Z""","""1944-07-15T00:00:00.000Z""",2000,6,0,,0,49.8333,24,,Encyclopedia of Ghettos and Camps p. 885,"worked as tailors, cobblers, leather dyers, electricians, gardeners and launderers",,DAW
12-0595-0,1150,Lublin (Alter Flughafen) (women),Lublin,2,0,2,Fabrik Plage-Laskewicz,43,10,22,"""October 22, 1943, becomes part of Lublin system""",44,07,24,"""Liberated July 24, 1944""",,"""1943-10-22T00:00:00.000Z""","""1944-07-24T00:00:00.000Z""",1,6,0,,1,51.25,22.5667,,Encyclopedia of Ghettos and Camps p. 867,"sorted, recycled clothing at ss-owned clothing factories",,
12-0598-3,1153,Lublin [aka Majdanek],Lublin,2,1,3,,43,02,16,"""February 16, 1943""",44,07,23,,"Polish, Jewish, Soviet POW, Polish Political","""1943-02-16T00:00:00.000Z""","""1944-07-23T00:00:00.000Z""",25000,5,0,,0,51.2228,22.5985,"Slovaks, Polish, German, Russian, Belarusian, Galician",Encyclopedia of Ghettos and Camps p. 876,supply prisoners for SS owned workshops and enterprises; also associated with a number of firms,,
13-0015-1,1160,Amstetten [aka Bahnbau I] (men),Mauthausen,0,1,1,,45,03,19,"""March 19, 1945""",45,04,18,"""April 18, 1945""",Mostly Jewish,"""1945-03-19T00:00:00.000Z""","""1945-04-18T00:00:00.000Z""",2966,7,0,,1,48.1167,14.8667,,Encyclopedia of Ghettos and Camps p. 908,cleaned up after bombing raids near railway station,,
13-0015-2,1160,Amstetten [aka Bahnbau II] (women),Mauthausen,2,0,2,,45,03,20,"""March 20, 1945""",45,04,18,"""April 18, 1945""","Political, Jewish, Gypsies, Asocials, Jehovah's Witnesses,","""1945-03-20T00:00:00.000Z""","""1945-04-18T00:00:00.000Z""",500,7,0,,1,48.1167,14.8667,"French, Hungarain, Russian, Belgian,  Polish, German, Italian, Dutch, Czech, Slovak, Yugoslavs, 1 of the following: British, Latvian, Rumanian,Spanish, American",Encyclopedia of Ghettos and Camps p. 908,cleaned up after bombing raids near railway station,,
13-0037-0,1161,Bachmanning,Mauthausen,0,0,0,DAW,42,,,"""1942""",44,08,29,"""Evacuated August 29, 1944""","Political, Spanish Republicans, Polish,","""1899-11-30T00:00:00.000Z""","""1944-08-29T00:00:00.000Z""",937,2,0,,0,48.1167,13.8,"Spanish, Polish, Yugoslavian",Encyclopedia of Ghettos and Camps p. 909,"work detachment of Grossraming subcamp, worked at sawmill",,DAW
13-0150-1,1162,Bretstein,Mauthausen,0,1,1,Deutsche Versuchsanstalt fur Ernahrung und Verpflegung GmbH,41,08,01,"""August 1, 1941""",43,08,30,"""August 30, 1943""","Spanish Republicans, Jehovahs Witnesses","""1941-08-01T00:00:00.000Z""","""1943-08-30T00:00:00.000Z""",170,6,3,,0,47.3333,14.4167,"Spanish,German",Encyclopedia of Ghettos and Camps p. 910,"worked on poultry farm, bred sheep, worked in garden, weaving mills, built roads",,
13-0239-0,1163,Ebensee,Mauthausen,0,0,0,,43,11,19,"""First sizeable transport November 19, 1943""",45,05,06,,"Jewish, Non-Jewish, POW, Political","""1943-11-19T00:00:00.000Z""","""1945-05-06T00:00:00.000Z""",18500,3,0,,0,47.8,13.7667,"Polish, Yugoslavians, Russians, Hungarian, Italian, French",Encyclopedia of Ghettos and Camps p. 911,"excavated tunnels, built barracks",,
13-0247-0,1164,Eisenerz,Mauthausen,0,0,0,Reichswerke AG,43,06,15,"""June 15, 1943""",45,03,14,"""March 14, 1945""",,"""1943-06-15T00:00:00.000Z""","""1945-03-14T00:00:00.000Z""",500,4,0,,0,47.5333,14.8833,Polish,Encyclopedia of Ghettos and Camps p. 914,"prisoners worked in the Reichswerke ""Hermann Goring"" (RWHG) iron and steelworks",BB added N_FIRM data 7/5/2012,RWHG
13-0259-1,1165,"Enns, Ennsdorf",Mauthausen,0,1,1,,45,04,10,"""First mentioned April 10, 1945""",45,04,19,"""April 19, 1945""",,"""1945-04-10T00:00:00.000Z""","""1945-04-19T00:00:00.000Z""",2000,7,0,,0,48.2,14.4667,,Encyclopedia of Ghettos and Camps p. 914,constructed bunkers to strengthen last line of defense against allied troops,unclear whether or not Enns/Ennsdorf were the same camp,
13-0347-0,1167,Grein,Mauthausen,0,0,0,"Koller, Voigt & Haefner AG, Werk Linz",44,03,22,"First mentioned March 22, 1944""",45,02,20,"""February 20, 1945""",,"""1944-03-22T00:00:00.000Z""","""1945-02-20T00:00:00.000Z""",120,3,0,,0,48.2167,14.85,,Encyclopedia of Ghettos and Camps p. 915,"construction of machine factory, living quarters and barracks","close date given as November 29, 1944 and February 20, 1945",
13-0354-0,1168,Grossraming [aka Aschau],Mauthausen,0,0,0,"Ennskraftwerke AG, Deutschen Ausrustungswerke GmbH",42,,,"""Fall 1942""",44,08,29,"""Evacuated August 29, 1944""","Yugoslav Nationals, Political, very few Jews","""1942-09-01T00:00:00.000Z""","""1944-08-29T00:00:00.000Z""",136,3,2,,0,47.8833,14.55,"Yugoslavian, Germans, Polish, Czech, Spaniards, Gypsies",Encyclopedia of Ghettos and Camps p. 915,"constructed barracks, built road, worked on dam and power plant and quarry",,DAW
13-0364-3,1169,"Gunskirchen-Wels [aka Waldwerke, Wels, Notbehelfsheimbau, SS-Arbeitslager Gunskirchen]",Mauthausen,2,1,3,,45,03,12,"""March 12, 1945""",45,05,05,"""Liberated May 5, 1945""","Hungarian Jews, Political prisoners from all over","""1945-03-12T00:00:00.000Z""","""1945-05-05T00:00:00.000Z""",16000,0,0,,0,48.1167,13.8833,"Polish, Russian, Hungarian, German, Austrian, Czech, Yugoslavian",Encyclopedia of Ghettos and Camps p. 917,"assembly camp - not used for labor, remained in cells all day",,
13-0367-0,1170,Gusen,Mauthausen,0,0,0,"Kastenhof and Pierbauer stone quarries, Messerschmitt AG, Steyr-Werke",40,05,25,"""May 25, 1940""",45,05,05,,"Poles, French ""Night and Fog"" Prisoners, Spainards who fought against Franco,","""1940-05-25T00:00:00.000Z""","""1945-05-05T00:00:00.000Z""",7312,4,0,,0,48.2508,14.4642,"Polish, French, Spanish",Encyclopedia of Ghettos and Camps p. 919,"assembled airplane parts underground, made parts for rifles, machine guns, airplane motors",,Messerschmitt
13-0445-2,1171,"Hirtenberg [aka Waffen-SS-Arbeitslager Hirtenberg, Gustloff-Werke]",Mauthausen,2,0,2,Gustloff,44,09,28,"""first mentioned September 28, 1944""",45,04,15,"""April 15, 1945""","Mostly Political, few Jewish and Asocials","""1944-09-28T00:00:00.000Z""","""1945-04-15T00:00:00.000Z""",459,4,0,,0,47.9167,16.1833,"Hungarian, Slovak, Italians, Yugoslavs, Polish, Croats, German",Encyclopedia of Ghettos and Camps p. 921,worked in ammunition factory,,
13-0563-0,1173,"Leibnitz-Graz [aka Aflenz, Kalksteinwerke]",Mauthausen,0,0,0,,44,02,08,"""February 8, 1944""",45,04,02,"""April 2, 1945""",,"""1944-02-08T00:00:00.000Z""","""1945-04-02T00:00:00.000Z""",711,3,4,,0,46.7814,15.5415,"Mostly Russians, and Polish, other include: Yugoslavs, French, Italians, 1 Chinese",Encyclopedia of Ghettos and Camps p. 924,"excavated underground tunnels, produced aircraft engines",,
13-0572-2,1174,Lenzing,Mauthausen,2,0,2,"Zellwolle- und Papierfabrik Lenzing,",44,10,30,"""October 30, 1944""",45,05,05,"""Liberated May 5, 1945""","POW, forced Laborers, Jewish, Political","""1944-10-30T00:00:00.000Z""","""1945-05-05T00:00:00.000Z""",577,5,3,,0,47.9667,13.6167,"Polish, Bulgarian, Yugoslavian, Slovakian, Greek, French",Encyclopedia of Ghettos and Camps p. 925,"manufactured synthetic wool, uniform pieces, some also built roads",,
13-0581-0,1175,Linz I,Mauthausen,0,0,0,"Steyr-Daimler Puch AG, Alpine Montanbetriebre, Oberdonau GmbH, Stahlbau G mbH",42,12,,"""December 1942""",44,08,03,"August 3, 1944""","Political, Protective Custody, POWs, ""Russian civilian workers"", Wehrmacht","""1942-12-15T00:00:00.000Z""","""1944-08-03T00:00:00.000Z""",569,3,0,,0,48.3,14.3,"Polish, Russians, German, Yugoslavs",Encyclopedia of Ghettos and Camps p. 927,"construction of the actual camp, were eventually going to work in armaments but camp was destroyed in bombing raid",,
13-0582-0,1176,Linz II,Mauthausen,0,0,0,,,,,,,,,,"Political, Protective Custody, POWs, ""Russian civilian workers""","""1899-11-30T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",285,7,0,"Assigned lat/lng of Linz, exact whereabouts unknown",0,48.3061,14.2863,"Russian, Polish, German",Encyclopedia of Ghettos and Camps p. 929,anti aircraft defense construction,,
13-0583-0,1177,Linz III,Mauthausen,0,0,0,"German Erd- and Steinwerke GmbH , Oberdonau GmbH, Stahlbau GmbH, Hutte",44,05,26,"""May 26, 1944""",45,05,05,,"Mostly Political, Russian Civilian, Smaller number: Jewish,  Jehovah's Witnesses, and ""prisoners watched over in secure conditions"", Wehrmacht, French and Polish civilians, POW, Red Spaniards","""1944-05-26T00:00:00.000Z""","""1945-05-05T00:00:00.000Z""",5660,4,0,"Encyclopedia says camp was on an island between Traun and Muhlbach rivers.We placed point in middle of largest Traun island nearest Linz where highway crosses the Muhl, found on google maps",0,48.245368,14.315186,"Russian, Polish, German, French, Italian, Yugoslavian, and other european countries",Encyclopedia of Ghettos and Camps p. 930,"weapons production at steel and iron plants, also worked for German Earth and Stone Works in blast furnace",,DESt
13-0589-0,1178,Loiblpass (south),Mauthausen,0,0,0,,43,06,03,"""First transport June 3, 1943""",45,05,07,"""Closing begins May 7, 1945""",,"""1943-06-03T00:00:00.000Z""","""1945-05-07T00:00:00.000Z""",1274,3,0,Located tunnel entrance and exit on google maps,0,46.432775,14.260018,"Polish, Soviet, Yugoslov, Czech, German, Norwegian, Luxembourgish, Spanish, Hungarian, and others",Encyclopedia of Ghettos and Camps p. 932,improved Loiblepass road and constructed a tunnel,,
13-0618-0,1179,Mauthausen,Mauthausen,0,0,0,,38,,,"""Fall 1938""",45,05,05,,"Political, Red Spaniards, Soviet POWs, Polish/Czech/Hungarian Jews,","""1938-09-01T00:00:00.000Z""","""1945-05-05T00:00:00.000Z""",45000,3,2,,0,48.2562,14.4866,"Polish, Russian, Spanish, Czech, Hungarian, Dutch and many other countries in Europe",Encyclopedia of Ghettos and Camps p. 900,"construction, quarrying",,
13-0621-0,1180,"Melk (""Quarz"") [aka Kommando ""Quarz""]",Mauthausen,0,0,0,"Quarz GmbH also leased to Braun & Boveri, Czernilofsky, Himmelstoss & Sittner, Hofmann & Maculan, Philipp Holzmann AG, Lang & Manhoffer, Latzel & Kutscha, Mahal & Co., Mayreder, Kraus & Co., Bau AG Negrelli, Rella, Stigler & Rous, STUAG, Schachtbau Wayss",44,01,,"""January 1944""",45,04,19,"""April 19, 1945""",40% Jewish,"""1944-01-15T00:00:00.000Z""","""1945-04-19T00:00:00.000Z""",10352,4,3,,0,48.2167,15.3167,"Poles, Hungarians, French, Soviet citizens, Germans, Italians, Greeks and Yugoslavs also some from Albania, Egypt, Denmark, Portugal, Turkey, the USA",Encyclopedia of Ghettos and Camps p. 935,"produced ball bearings in underground caverns, also laid rails, poured concrete, constructed barracks, also leased to construction firms",,
13-0762-0,1181,Passau I,Mauthausen,0,0,0,,42,11,19,"""October 19, 1942""-originally Dachau sub-camp, ""November 19, 1942""- becomes Mauthausen sub-camp",45,,,"""Liberated end of April or beginning of May, 1945""",Political,"""1942-11-19T00:00:00.000Z""","""1945-05-01T00:00:00.000Z""",88,3,7,,1,48.5833,13.4833,"Polish, German",Encyclopedia of Ghettos and Camps p. 938,"construction of power plant, cleaned up after air raids, quarrying, construction of roads",,
15-0204-0,1242,Dernau an der Ahr [aka Rebstock],Natzweiler,0,0,0,,44,08,,"""August 1944""",44,09,,"""September 1944""",,"""1944-08-15T00:00:00.000Z""","""1944-09-15T00:00:00.000Z""",1,2,3,,1,50.5333,7.05,,Encyclopedia of Camps and Ghettos p. 1025,prisoners worked in an underground iron ore mine and did construction work in tunnels,BB added N_FIRM data 7/5/2012,
13-0763-0,1182,Passau II,Mauthausen,0,0,0,"Waldwerke, Gear Wheel Factory",44,03,09,"""March 9, 1944""",44,11,07,"""November 7, 1944""","Political, Russian Civilian Workers, Russian POWs, Red Spaniards, Protective Security custody, Forced Labor,  temporary protective custody","""1944-03-09T00:00:00.000Z""","""1944-11-07T00:00:00.000Z""",340,3,0,"Assigned lat/lng of Passau, Germany",0,48.5735,13.4639,"Polish, Russian, Spanish, Czech, French German and many other countries in Europe",Encyclopedia of Ghettos and Camps p. 939,construction,,
13-0764-0,1183,Peggau,Mauthausen,0,0,0,Steyr- Daimler- Puch AG,44,08,17,"""First transport August 17, 1944""",45,04,02,"""Evacuated April 2, 1945""",,"""1944-08-17T00:00:00.000Z""","""1945-04-02T00:00:00.000Z""",670,3,4,,0,47.2,15.35,"Mostly Russian, and Polish, others Italian French, Yugoslavs",Encyclopedia of Ghettos and Camps p. 939,"constructed underground tunnels for armamanets production, eventually involved in the production",,
13-0808-0,1184,"Redl-Zipf (""Schlier"")",Mauthausen,0,0,0,"Steinbruchverwertungs-GesmbH, Betrieb Schlier, Mayreder & Co., Ferro Betonit Werke AG, Rella and the Fiebiger Engineering Office",43,06,15,"""Prisoners began constructing the camp in June 1943""",45,05,03,"""Evacuated May 3, 1945""",some Jewish,"""1943-06-15T00:00:00.000Z""","""1945-05-03T00:00:00.000Z""",2000,3,6,,0,48,13.4833,"French, Italian, Polish, Russian, Spanish",Encyclopedia of Ghettos and Camps p. 942,"expanded brewery cellars, built bunker, connect railway line, produce fuel, inspect rocket propulsion chambers",,
13-0881-0,1683,Schloss Lind,Mauthausen,0,0,0,,42,11,20,"""June 22, 1942""- under Dachau, ""November 20, 1942""- becomes part of Mauthausen",45,05,,,Red Spaniards and protective custody,"""1942-11-20T00:00:00.000Z""","""1945-05-15T00:00:00.000Z""",20,6,3,"Assigned lat lon of St Lambrecht, Austria",1,47.069007,14.299028,"Polish, German, Spaniards, Czech, 1 French",Encyclopedia of Ghettos and Camps p. 943,agriculture and construction work,,
13-0882-2,1186,"Schloss Mittersill, Schloss Lannach",Mauthausen,2,0,2,,44,03,24,"""March 24, 1944""",45,05,08,,"Jehovahs Witnesses, POW","""1944-03-24T00:00:00.000Z""","""1945-05-08T00:00:00.000Z""",15,1,0,,0,47.2667,12.4833,"German, Polish, Bohemian",Encyclopedia of Ghettos and Camps p. 944,forced laborers,,
13-0915-0,1187,St. Äegyd am Neuwalde,Mauthausen,0,0,0,,44,11,02,"""November 2, 1944""",45,04,01,"""April 1, 1945""",,"""1944-11-02T00:00:00.000Z""","""1945-04-01T00:00:00.000Z""",391,3,0,,0,47.85,15.55,,Encyclopedia of Ghettos and Camps p. 945,"prisoners constructed camp, expand a cavern and prepare the planned construction work; production never happened because of advancing front lines",,
13-0919-1,1684,St. Lambrecht (men),Mauthausen,0,1,1,Guterdirektion Admont und St. Lambrecht,42,11,20,"""May 13, 1942""-under Dachau, ""November 20, 1942""- becomes part of Mauthausen",45,05,11,,"Polish and German Politicals, Red Spaniards, 1 Russian POW, 1 Jew, a few Protective Custody prisoners","""1942-11-20T00:00:00.000Z""","""1945-05-11T00:00:00.000Z""",101,3,6,"Assigned lat lon of St Lambrecht, Austria",1,47.069007,14.299028,"German, Polish, Spanish, Czech, Yugoslavian, French, Italian, Hungarian,",Encyclopedia of Ghettos and Camps p. 949,"built camp, constructed farmer settlement, worked on farm and in forests; worked in kitchens and as cleaners, built villa",,
13-0919-2,1684,St. Lambrecht (women),Mauthausen,2,0,2,Guterdirektion Admont und St. Lambrecht,44,09,15,"""February/March 1943""- under Ravensbruck, ""September 15, 1944""- becomes part of Mauthausen",45,05,11,,All Jehovah's Witnesses,"""1944-09-15T00:00:00.000Z""","""1945-05-11T00:00:00.000Z""",23,6,0,"Assigned lat lon of St Lambrecht, Austria",1,47.069007,14.299028,"German, Polish, Dutch, Belgium",Encyclopedia of Ghettos and Camps p. 950,"forestry work, cleaning, kitchen work",,
15-0460-0,1260,Iffezheim,Natzweiler,0,0,0,,43,10,14,"""First mentioned October 14, 1943""",,,,"""Last mention April 22, 1945""",,"""1943-10-14T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",1,3,6,,0,48.8,8.1333,,Encyclopedia of Camps and Ghettos p. 1040,prisoners built barracks for the Waffen-SS and worked for the Muller Wine Cellars in loading operations,BB added N_FIRM data 7/5/2012,
13-0921-1,1189,St. Valentin,Mauthausen,0,1,1,,44,08,21,"""August 21, 1944""",45,04,19,"""April 19/21,1945""- ITS",,"""1944-08-21T00:00:00.000Z""","""1945-04-19T00:00:00.000Z""",1480,4,0,,0,48.1667,14.5333,,Encyclopedia of Ghettos and Camps p. 950,tank manufacturing,,
13-0933-1,1190,Steyr-Münchholz,Mauthausen,0,1,1,"SDP, and City of Steyr",43,03,14,"""March 14, 1943""",45,05,05,,"Political, and Resistance Fighters","""1943-03-14T00:00:00.000Z""","""1945-05-05T00:00:00.000Z""",3090,4,3,,0,48.05,14.4167,"Russian, Yugoslavian, Polish, Spanish, French",Encyclopedia of Ghettos and Camps p. 946,"construct camp, various air raid defense buildings, build aircraft engines, produce ball bearings, assemble aircraft engines and tank components; worked for city",,
13-0947-0,1191,Ternberg,Mauthausen,0,0,0,Deutsche Bergwerke und Huttenbau GmbH,42,05,15,"""May 15, 1942""",44,09,18,"""September 18, 1944""",Red Spaniards,"""1942-05-15T00:00:00.000Z""","""1944-09-18T00:00:00.000Z""",7000,2,3,,0,47.9333,14.35,Spanish,Encyclopedia of Ghettos and Camps p. 952,"worked in quarry, excavated foundations, built power plant, rerouted highway",,
13-0997-0,1192,Vöcklabruck,Mauthausen,0,0,0,Deutsche Erd- und Steinwerke GmbH,41,06,,"""June 1941""",42,05,14,"""Around May 14, 1942""",Red Spaniards,"""1941-06-15T00:00:00.000Z""","""1942-05-14T00:00:00.000Z""",300,3,0,,1,48.0167,13.65,"Spanish, 1 German, 1 Moroccan",Encyclopedia of Ghettos and Camps p. 953,"built camp, road construction",,DESt
13-1015-1,1194,Ebensee/Wels II [aka Wels],Mauthausen,0,1,1,"Dyckerhoff and Widmann, Auto- Hanzel, Riechsstatthalter im Reichsgau Oberdonau",45,03,24,"""March 24, 1945""",45,04,13,"""April 13, 1945""",,"""1945-03-24T00:00:00.000Z""","""1945-04-13T00:00:00.000Z""",2000,3,5,"Assigned lat/lng of Wels, Austria",0,48.1566,14.0246,,Encyclopedia of Ghettos and Camps p. 913,"constructed emergency accommodations, some worked in factories",,
13-1026-1,1199,"Wien (Saurerwerke) [aka Saurerwerke, Wien-West]",Mauthausen,0,1,1,,44,08,20,"""August 20 or 21, 1944""",45,05,03,"""May 3, 1945""?",,"""1944-08-20T00:00:00.000Z""","""1945-05-03T00:00:00.000Z""",1489,4,0,"Located middle of Heidequerstrasse, Simmering district, Vienna, Austria using google maps",0,48.182856,16.42941,Austrian,Encyclopedia of Ghettos and Camps p. 954,tank production,,
13-1027-0,1195,Wiener Neudorf,Mauthausen,0,0,0,Flugmotorenwerke Ostmark,43,08,02,"""August 2, 1943""",45,04,02,"""Evacuated April 2, 1945""",,"""1943-08-02T00:00:00.000Z""","""1945-04-02T00:00:00.000Z""",3000,3,4,,0,48.0667,16.3167,"Russian, Polish, French, Yugoslavs, Italian, German, Austrian",Encyclopedia of Ghettos and Camps p. 955,built camp and started aircraft engine production in 1943,,
13-1028-0,1196,Wiener Neustadt,Mauthausen,0,0,0,Henschel GmbH,43,06,,"""June 20, 1943""",45,04,01,"""April 1, 1945",Mostly Political,"""1943-06-20T00:00:00.000Z""","""1945-04-01T00:00:00.000Z""",1200,4,0,,0,47.8,16.25,"Polish, Russian, French",Encyclopedia of Ghettos and Camps p. 956,rocket production,,
13-1029-0,1197,Wien-Floridsdorf [aka Floridsdorf I],Mauthausen,0,0,0,"Heinkel- Werke, Hofherr & Schrantz, AFA",43,07,13,"""July 14, 1943""",45,04,01,"""Evacuated April 1, 1945""",,"""1943-07-14T00:00:00.000Z""","""1945-04-01T00:00:00.000Z""",2700,4,0,,0,48.27084,16.411664,"Polish, Russian, French, Italian",Encyclopedia of Ghettos and Camps p. 958,"aircraft production, armament production, components of the A4 rocket, battery producers",,Heinkel
15-0627-0,1266,Metz,Natzweiler,0,0,0,,43,08,06,"""First mentioned August 6, 1943""",,,,"""Last mentioned August 16, 1944""",,"""1943-08-06T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",1,1,0,,0,49.15,6.1833,,Encylopedia of Camps and Ghettos p. 1045,used by Waffen-SS Building Administration as well as by the police and the SS Intelligence School in Metz,,
13-1030-0,1198,"Wien-Hinterbrühl (""Lisa"")",Mauthausen,0,0,0,Heinkel- Werke,44,09,,"""First transport Sptember 1944""",45,04,01,"""Evacuated April 1, 1945""",,"""1944-09-15T00:00:00.000Z""","""1945-04-01T00:00:00.000Z""",800,4,0,"Assigned lat/lng of Hinterbruhl, Austria",0,48.0869,16.2478,"Polish, Russian, French, Italian",Encyclopedia of Ghettos and Camps p. 959,produced parts for fuselage of the aircraft He162 underground,,Heinkel
13-1031-0,1200,Wien-Schönbrunn [aka Sonderkommando Wien],Mauthausen,0,0,0,,44,09,28,"""September 28, 1944""",45,05,,"""May 1945""",,"""1944-09-28T00:00:00.000Z""","""1945-05-15T00:00:00.000Z""",6,0,0,"Assigned lat/lng of Schonbrunn Palace, Vienna, Austria",0,48.1867,16.3133,"German, Czech, Polish, Austrian",Encyclopedia of Ghettos and Camps p. 961,SS conducted physical experiments on the prisoners,,
13-1032-0,1201,"Wien-Schwechat-""Santa"" Kommandos",Mauthausen,0,0,0,"Flugzeugmotorenwerke Ostmark, Heinkel-Werke",44,08,15,"""Sometime before August 15, 1944""",45,04,01,"""Most likely evacuated April 1, 1945""",,"""1944-08-15T00:00:00.000Z""","""1945-04-01T00:00:00.000Z""",204,4,0,"Assigned lat/lng of Schwechat, Austria",1,48.1409,16.4772,,Encyclopedia of Ghettos and Camps p. 963,"manufactured aircraft parts, also connected with Flugmotorenwerke",,Heinkel
13-1033-0,1202,Wien-Schwechat-Heidfeld,Mauthausen,0,0,0,Heinkel- Werke,43,08,,"""August 1943""",45,03,31,"""Evacuated March 31, 1945""",Red Spaniards,"""1943-08-15T00:00:00.000Z""","""1945-03-31T00:00:00.000Z""",2600,4,0,"Assigned lat/lng of Schwechat, Austria",1,48.1409,16.4772,"Spanish, Polish, Russian",Encyclopedia of Ghettos and Camps p. 962,worked on final assembly of He 162 fighter jet,,Heinkel
14-0023-0,1203,"Artern [aka Adorf, Rebstock Neu]",Mittelbau,0,0,0,Gollnow und Sohn,44,11,20,"""First mention of prisoners November 20, 1944""",45,04,,"""Evacuated beginning of April 1945""","Political ,2nd transport Mostly Jews","""1944-11-20T00:00:00.000Z""","""1945-04-01T00:00:00.000Z""",350,4,0,,0,51.3667,11.3,"Polish, French, Russian",Encylopedia of Camps and Ghettos p. 975,rocket production in unused railway tunnell; produced ground mounts for the A4 rocket,,
14-0047-0,1204,Ballenstedt (Napola),Mittelbau,0,0,0,Junkers?,45,03,17,"""March 17, 1945""",,,,,,"""1945-03-17T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",60,3,0,,0,51.7167,11.2333,,Encylopedia of Camps and Ghettos p. 976,"prisoners are believed to have worked construction on camp grounds, maybe for Junker firm's construction",,
14-0103-0,1205,Kleinbodungen/Bischofferode-Eichsfeld,Mittelbau,0,0,0,"Elektromechanische Werke Karlshagen, Mittelwerk GmbH, SS-Sonderinspektion II",44,11,,"""November 1944""",45,04,04,"""Probably evacuated April 4, 1945""",,"""1944-11-15T00:00:00.000Z""","""1945-04-04T00:00:00.000Z""",60,4,0,,0,51.5,10.4333,,Encylopedia of Camps and Ghettos p. 990,worked in Mittelwerk factory repairing rockets,,Mittelwerk
14-0107-0,1206,"Blankenburg-Oesig (""Klosterwerke"")",Mittelbau,0,0,0,Organisation Todt,44,08,24,"""August 24, 1944""",45,04,04,"""Evacuated April 4, 1945""","Jewish, Married to Jews, Non Jews","""1944-08-24T00:00:00.000Z""","""1945-04-04T00:00:00.000Z""",500,3,0,,0,51.7833,10.95,Polish,Encylopedia of Camps and Ghettos p. 976,prisoners excavated underground caverns for planned underground factories,,OT
